bank_id,year,net_fee_margin,digital_payment_pressure,capital_adequacy,size,credit_risk,interest_expense_ratio,deposit_ratio
BANK_04,2022,0.017999805399074538,27.796182205102074,0.08742605474146113,9.064851694527517,0.02075425982326059,0.0287591642150463,0.6123203724423925
BANK_04,2023,0.015473785757801412,27.895618431952656,0.0878873856904912,9.06972510499126,0.009360830943705645,0.030581394515938325,0.6641837487498735
BANK_05,2018,0.0169256942402196,21.56316004689686,0.07139062037318679,9.148833626650724,0.01627538093946642,0.02329308485224152,0.6517348034834026
BANK_05,2019,0.015947270951298574,23.163789617816075,0.08632709115931089,9.262796553156612,0.009817473928542299,0.02801235435696464,0.694397484588274
BANK_05,2020,0.014344696267307583,23.35503844533808,0.042525861418691066,9.242292100449175,0.012344629332933413,0.023521785555472446,0.6811239450253397
BANK_05,2021,0.01502355699883559,25.644746889796934,0.06516409025044337,9.161627097847475,0.013111608081937863,0.02530422845106967,0.6555496357074075
BANK_05,2022,0.01660573645968858,27.693747700867206,0.08036065663748994,9.226310834386346,0.0127683430645835,0.02871763817543091,0.6294124473782499
BANK_05,2023,0.015726283859240183,29.763660036831048,0.08105402006321673,9.200995528802295,0.013107419780485342,0.028455892063834646,0.6070008979389626
BANK_06,2018,0.016665320686334494,19.20655801505757,0.07380712146233681,9.337954118642575,0.008690617724752627,0.01885009364095722,0.6253371124218929
BANK_06,2019,0.01770557586453882,21.15045772238411,0.08371843027697494,9.392497333416038,0.009813261790741969,0.022112467791599574,0.6047395903397642
BANK_06,2020,0.01948953295483939,23.343134386607346,0.09622958127755177,9.461366065425738,0.016433705995910142,0.03331696960526717,0.6013172727150022
BANK_06,2021,0.01647511820553295,26.313263684598223,0.08476215912619331,9.485066846539038,0.01961362572859222,0.028917466512633404,0.67612584801208
BANK_06,2022,0.02031451506086648,25.855569484674966,0.08700223044972477,9.39697469245127,0.008008317968538528,0.02450390311351784,0.6644003125656452
BANK_06,2023,0.02190789340992958,28.870784705088813,0.07730782764786619,9.400248312724502,0.012518950192177605,0.020347467121071064,0.6833323365178822
BANK_07,2018,0.019850040794704687,18.262162835173147,0.08094508515455913,9.509374873460562,0.006512364403989318,0.027637005221721463,0.6531059633402793
BANK_07,2019,0.02025202086622387,19.295063502954598,0.06731067964302177,9.586487843820917,0.012095681192902812,0.027758800366401343,0.7109357967814514
BANK_07,2020,0.02258994905778122,24.162760587252905,0.07862201552560749,9.560138414590055,0.011265627762935403,0.028843012843679555,0.6088632412032126
BANK_07,2021,0.021272377537558337,27.172744641317426,0.08035732872363661,9.590196729945916,0.007764602079048191,0.034442138201818275,0.6891554279627808
BANK_07,2022,0.020555936631382946,27.268925124061877,0.08450971868557922,9.553950562594729,0.012849785292871922,0.02130569226170301,0.6698927837118993
BANK_07,2023,0.021467253751875564,30.074621994461783,0.0787963084795483,9.590749843247533,0.020882664330529436,0.02821693254896434,0.66071201669888
BANK_08,2018,0.012378733498350612,21.30106536632298,0.09602339182272054,9.762574204833077,0.01703025458401594,0.024550888919991295,0.5790778260015834
BANK_08,2019,0.012389574984252059,20.5316092043052,0.07725459976365733,9.785079232434072,0.00921307928528493,0.024679019558063075,0.6579740837742735
BANK_08,2020,0.014226203566224064,22.508817086917972,0.08087182810931462,9.794894785824582,0.010190315778325389,0.021994433464811503,0.644349866411032
BANK_08,2021,0.01621850772223321,24.748379775349928,0.07665852227395856,9.750749258032023,0.008742625216834828,0.02428985156344871,0.6275980878864584
BANK_08,2022,0.015301005006079647,26.579213077802613,0.0845711100211561,9.775180753650671,0.008645903637838164,0.020004201250846523,0.6321805747911636
BANK_08,2023,0.014835381841716769,28.31211282542206,0.07343845589472812,9.643991170410299,0.01080948332338943,0.026249915533965898,0.6677874890390371
